n_valid_F,valid_source_fit,a,s,sigma,var_ell,normal_intercept,normal_slope,theta,log_s,log_sigma,exclusion_reason,model_id,org_id,reference_sha256,context,A,C,O,REL10,R50,ECE10,Brier,H,Margin,n_valid_source,valid_summaries
584,True,-0.8361834849085715,0.2733263669203218,0.3104050968904304,0.17105862702941985,4.0302616647351574e-17,5.170901758528126e-17,-3.0592858432583268,-1.2970887145936154,-1.1698770704134587,,Undi95/CodeEngine,Undi95,51e48e27e6543176a500d10ba86f7287b9506fd079adf8970f529e7f72afd1e3,outer4/test,0.5830479452054794,0.33748040570000526,-0.24556753950547416,0.06471563292559204,0.3150684931506849,0.2463256518400691,0.6634127022463222,0.9604704577092995,0.07197618039723815,1168,True
584,True,-0.811387439146551,0.29633263904690343,0.38068117029640536,0.23273118638274315,4.144325674114454e-17,5.170901758528126e-17,-2.7380967609785465,-1.2162726750629222,-0.9657930775565841,,Undi95/CreativityEngine,Undi95,51e48e27e6543176a500d10ba86f7287b9506fd079adf8970f529e7f72afd1e3,outer4/test,0.5933219178082192,0.3449950602976649,-0.24832685751055428,0.06925362576299011,0.2893835616438356,0.2509947407582552,0.6547856372840541,0.9556642043656115,0.08133937523606224,1168,True
584,True,-0.8153714108082923,0.28843583753505053,0.32431487895766437,0.18837537308787053,-6.615712543999221e-17,1.8250241500687504e-17,-2.826872755398188,-1.2432826179937084,-1.1260403864941815,,Undi95/Emerald-13B,Undi95,51e48e27e6543176a500d10ba86f7287b9506fd079adf8970f529e7f72afd1e3,outer4/test,0.6232876712328768,0.3373610440593479,-0.28592662717352885,0.0897827393933745,0.2688356164383562,0.2891473183687161,0.6537470852130647,0.9610504103512849,0.07291629523081275,1168,True
584,True,-0.7709624531099494,0.3379294863257597,0.39001672691873696,0.2663093850047964,6.843840562757814e-18,3.0417069167812506e-18,-2.281429955972387,-1.084918025601357,-0.9415656512429518,,Undi95/Emerhyst-20B,Undi95,51e48e27e6543176a500d10ba86f7287b9506fd079adf8970f529e7f72afd1e3,outer4/test,0.6164383561643836,0.355481829590208,-0.26095652657417556,0.07205896016467628,0.2688356164383562,0.2622580590119842,0.6408438649442675,0.9494870464823593,0.09093722428142653,1168,True
584,True,-0.8469426307558328,0.27056319814847557,0.3389798499473873,0.18811178286268446,9.695440797240237e-18,-4.562560375171876e-17,-3.1302950162906504,-1.3072495734239207,-1.081814613051518,,Undi95/LewdEngine,Undi95,51e48e27e6543176a500d10ba86f7287b9506fd079adf8970f529e7f72afd1e3,outer4/test,0.6053082191780822,0.33071174958176147,-0.2745964695963207,0.07998896552889649,0.2910958904109589,0.2768631776080029,0.6657551145548083,0.9647537848681295,0.06603662557791921,1168,True
584,True,-0.7588266385364397,0.4316435424466364,0.439991308965681,0.3799084997012145,-5.779243141884376e-17,5.779243141884376e-17,-1.757993723791785,-0.8401551645732038,-0.8210003046156354,,Undi95/Llama-3-8B-Instruct-OAS,Undi95,51e48e27e6543176a500d10ba86f7287b9506fd079adf8970f529e7f72afd1e3,outer4/test,0.6164383561643836,0.3525798211452595,-0.2638585350191241,0.07472093709424964,0.2773972602739726,0.26511115842437005,0.640874428709801,0.9481989849772078,0.09106474618428599,1168,True
584,True,-0.802498093121869,0.3166086203835184,0.3583008216460515,0.22862049729339046,9.505334114941408e-18,2.4333655334250005e-17,-2.534669119715619,-1.1500889039099484,-1.0263823614948142,,Undi95/Llama-3-LewdPlay-8B,Undi95,51e48e27e6543176a500d10ba86f7287b9506fd079adf8970f529e7f72afd1e3,outer4/test,0.6301369863013698,0.33867495054334973,-0.2914620357580201,0.08964967481256955,0.2808219178082192,0.2936343544231604,0.6525551016565485,0.9597253781988038,0.07553381158274013,1168,True
584,True,-0.775592608755686,0.3808732800465749,0.42017230339155376,0.32160921999080055,-2.281280187585938e-17,-9.125120750343752e-18,-2.036353426160121,-0.9652885574814719,-0.8670904056623091,,Undi95/Llama-3-LewdPlay-8B-evo,Undi95,51e48e27e6543176a500d10ba86f7287b9506fd079adf8970f529e7f72afd1e3,outer4/test,0.6258561643835616,0.34543551521101534,-0.2804206491725463,0.08297161196772498,0.2654109589041096,0.2819508452129733,0.6454233514565816,0.9539397596531193,0.0824596957286749,1168,True
584,True,-0.7683816716406615,0.4053252734625356,0.43863497410994456,0.3566892178199109,4.258389683493751e-17,1.0950144900412502e-16,-1.8957161616809057,-0.9030653898715002,-0.8240877058446896,,Undi95/Llama-3-Unholy-8B,Undi95,51e48e27e6543176a500d10ba86f7287b9506fd079adf8970f529e7f72afd1e3,outer4/test,0.6207191780821918,0.34727038316389797,-0.2734487949182938,0.07978772991156062,0.2671232876712329,0.27500493125729286,0.6443104135702787,0.9520645957481254,0.0839599996985185,1168,True
584,True,-0.8563571604027271,0.2767314228074789,0.34209207952943355,0.19360727124582397,-6.007371160642971e-17,3.650048300137501e-17,-3.0945425413379666,-1.2847078359066977,-1.0726753397675264,,Undi95/Llama2-13B-no_robots-alpaca-lora,Undi95,51e48e27e6543176a500d10ba86f7287b9506fd079adf8970f529e7f72afd1e3,outer4/test,0.589041095890411,0.329862370262959,-0.259178725627452,0.07145688457022117,0.3167808219178082,0.26070007283722174,0.6703333825066129,0.9659045574391254,0.0644846046699406,1168,True
584,True,-0.7713965090600112,0.3818299997065067,0.3981661733541199,0.304330450279334,2.09117350528711e-17,3.3458776084593757e-17,-2.020261660039663,-0.9627797963757597,-0.9208858398450833,,Undi95/Llamix2-MLewd-4x13B,Undi95,51e48e27e6543176a500d10ba86f7287b9506fd079adf8970f529e7f72afd1e3,outer4/test,0.610445205479452,0.3538391327898417,-0.25660607268961033,0.07013865789660086,0.2773972602739726,0.2566060726896104,0.6418171107398166,0.9489858400040158,0.090225396425369,1168,True
584,True,-0.8659714657888915,0.24568842207979508,0.2928219794432027,0.146107512389095,2.8516002344824225e-18,4.562560375171876e-18,-3.5246734805746764,-1.4036911227476447,-1.2281904333079412,,Undi95/Llamix2-Xwin-MoE-4x13B,Undi95,51e48e27e6543176a500d10ba86f7287b9506fd079adf8970f529e7f72afd1e3,outer4/test,0.6044520547945206,0.32370386346286256,-0.280748191331658,0.08443133510268622,0.2910958904109589,0.2823036934872741,0.6703637767018604,0.9695247440245442,0.05917698564777417,1168,True
584,True,-0.7714235596239387,0.3496947841687444,0.3983532613397317,0.2809717628948253,-3.650048300137501e-17,3.497962954298438e-17,-2.205991037177409,-1.0506945501834775,-0.9204160760680721,,Undi95/MLewd-Chat-v2-13B,Undi95,51e48e27e6543176a500d10ba86f7287b9506fd079adf8970f529e7f72afd1e3,outer4/test,0.6190068493150684,0.35067561005675,-0.2683312392583184,0.08010530315831972,0.2722602739726027,0.27118753214227176,0.6411397454102084,0.9516153036152871,0.08726912661831077,1168,True
584,True,-0.7865032486648654,0.38299051715357785,0.410358441456573,0.31507578670423264,4.562560375171876e-18,-2.1291948417468754e-17,-2.0535841318219386,-0.959745049498146,-0.8907242537604481,,Undi95/MLewd-L2-13B,Undi95,51e48e27e6543176a500d10ba86f7287b9506fd079adf8970f529e7f72afd1e3,outer4/test,0.5821917808219178,0.3546693941166406,-0.2275223867052772,0.055323987134779526,0.3184931506849315,0.2287250151871148,0.6511266064674673,0.948927778721152,0.09128580610375714,1168,True
584,True,-0.7818066295423356,0.33826375124259456,0.4060465939624803,0.2792962018732432,-4.6386030480914075e-17,-3.0417069167812506e-18,-2.3112338424392473,-1.0839293586774923,-0.901287362510841,,Undi95/MLewd-L2-Chat-13B,Undi95,51e48e27e6543176a500d10ba86f7287b9506fd079adf8970f529e7f72afd1e3,outer4/test,0.6207191780821918,0.34768488403933084,-0.27303429404286095,0.08307825144225695,0.261986301369863,0.27474697520956687,0.6435243793145025,0.9533228339824699,0.08478323625883694,1168,True
584,True,-0.747110841114766,0.37197197547048755,0.41544716122660114,0.31095949430665853,1.1026187573332034e-16,3.650048300137501e-17,-2.008513787012544,-0.9889367623035498,-0.878399841903034,,Undi95/MLewd-ReMM-L2-Chat-20B,Undi95,51e48e27e6543176a500d10ba86f7287b9506fd079adf8970f529e7f72afd1e3,outer4/test,0.6241438356164384,0.36073451841034915,-0.26340931720608923,0.07224230897587174,0.2551369863013699,0.26467765781214697,0.6337703519956936,0.9449421477355997,0.09621835459098434,1168,True
584,True,-0.7617820708969925,0.37299751214803045,0.3876805519808635,0.28942335445280715,1.140640093792969e-17,-1.5208534583906253e-17,-2.042324804018173,-0.9861835292049874,-0.9475735981095711,,Undi95/MLewd-ReMM-L2-Chat-20B-Inverted,Undi95,51e48e27e6543176a500d10ba86f7287b9506fd079adf8970f529e7f72afd1e3,outer4/test,0.6164383561643836,0.35569219650265954,-0.26074615966172404,0.0734094785605664,0.2602739726027397,0.2609179264912994,0.6379202226775721,0.9483586031210298,0.090991216504834,1168,True
584,True,-0.7869181398880724,0.333264499270156,0.3776664444983693,0.25369716977382756,-2.9656642438617197e-17,9.885547479539065e-17,-2.3612420213116327,-1.0988188121821545,-0.9737438948879846,,Undi95/MLewd-v2.4-13B,Undi95,51e48e27e6543176a500d10ba86f7287b9506fd079adf8970f529e7f72afd1e3,outer4/test,0.6172945205479452,0.3465404832423985,-0.2707540373055467,0.08348862901870463,0.2654109589041096,0.27146407010594076,0.6458321059806171,0.9547309015066421,0.08276197678324135,1168,True
584,True,-0.8332385341230591,0.2815785411352808,0.32016726287682323,0.18179355104590988,-7.604267291953127e-17,-2.7375362251031256e-17,-2.9591691567246965,-1.2673438609566996,-1.138911723256519,,Undi95/MLewdBoros-L2-13B,Undi95,51e48e27e6543176a500d10ba86f7287b9506fd079adf8970f529e7f72afd1e3,outer4/test,0.6258561643835616,0.33123316461843877,-0.29462299976512285,0.09220211796364984,0.2705479452054795,0.2958764379351418,0.6595309507054252,0.9644938923125896,0.06701004526017537,1168,True
