model_id,org_id,A,C,O,REL10,R50,n_valid_source
EleutherAI/pythia-6.9b-deduped,EleutherAI,0.4129692832764505,0.3020038955204884,-0.1109653877559621,0.015180770382563512,0.5614334470989761,1172
EleutherAI/pythia-70m,EleutherAI,0.2158703071672355,0.31068656086406343,0.09481625369682795,0.01625942351150831,0.8122866894197952,1172
EleutherAI/pythia-70m-deduped,EleutherAI,0.21075085324232082,0.31112269118968056,0.10037183794735974,0.018808335984137097,0.8276450511945392,1172
EmbeddedLLM/Medusa2-Mistral-7B-Instruct-v0.2,EmbeddedLLM,0.6299145299145299,0.35625252313378863,-0.27366200678074126,0.08241688353361584,0.27692307692307694,1170
EmbeddedLLM/Mistral-7B-Merge-02-v0,EmbeddedLLM,0.6743589743589744,0.3667061138510327,-0.3076528605079417,0.10212738484239102,0.23076923076923078,1170
EmbeddedLLM/Mistral-7B-Merge-14-v0,EmbeddedLLM,0.658974358974359,0.36081222067602936,-0.2981621382983296,0.09525409923936619,0.2376068376068376,1170
EmbeddedLLM/Mistral-7B-Merge-14-v0.1,EmbeddedLLM,0.6905982905982906,0.37228249836003424,-0.31831579223825635,0.10811524361021539,0.20341880341880342,1170
EmbeddedLLM/Mistral-7B-Merge-14-v0.2,EmbeddedLLM,0.688034188034188,0.36098331687169544,-0.3270508711624926,0.11414124586398468,0.2170940170940171,1170
EmbeddedLLM/Mistral-7B-Merge-14-v0.3,EmbeddedLLM,0.6598290598290598,0.361353428162851,-0.29847563166620883,0.09605311780592501,0.24615384615384617,1170
EmbeddedLLM/Mistral-7B-Merge-14-v0.3-ft-step-15936,EmbeddedLLM,0.6247863247863248,0.3507670826511479,-0.27401924213517687,0.08047095249896628,0.27692307692307694,1170
EmbeddedLLM/Mistral-7B-Merge-14-v0.3-ft-step-9984,EmbeddedLLM,0.6247863247863248,0.34643301040589836,-0.27835331438042643,0.08302022993425781,0.27692307692307694,1170
EmbeddedLLM/Mistral-7B-Merge-14-v0.4,EmbeddedLLM,0.6683760683760683,0.36336974025748825,-0.3050063281185801,0.10010670006175496,0.22393162393162394,1170
EmbeddedLLM/Mistral-7B-Merge-14-v0.5,EmbeddedLLM,0.6863247863247863,0.3619028899085084,-0.32442189641627794,0.11209443051814616,0.21025641025641026,1170
Enno-Ai/ennodata-13b-8bit-raw-15epoch,Enno-Ai,0.6162393162393163,0.3470833145992596,-0.26915600164005665,0.07938661214018905,0.26324786324786326,1170
Enno-Ai/ennodata-7b,Enno-Ai,0.5102564102564102,0.3073886656901205,-0.2028677445662897,0.044466526796619686,0.4341880341880342,1170
Enno-Ai/ennodata-raw-pankajmathur-13b-peft,Enno-Ai,0.6196581196581197,0.34764857047773184,-0.27200954918038783,0.08244199946800043,0.26495726495726496,1170
Enno-Ai/vigogne2-enno-13b-sft-lora-4bit,Enno-Ai,0.6205128205128205,0.32718373882078206,-0.2933290816920385,0.09094855246802784,0.28376068376068375,1170
Enoch/llama-65b-hf,Enoch,0.6333333333333333,0.3194300579859647,-0.3139032753473686,0.10264279984676683,0.25811965811965815,1170
Envoid/Libra-19B,Envoid,0.6059829059829059,0.3288660491667763,-0.27711685681612963,0.08043882218158215,0.30256410256410254,1170
Envoid/Yousei-22B,Envoid,0.5581196581196581,0.3462278308314346,-0.21189182728822353,0.04902667566260594,0.3641025641025641,1170
Epiculous/Crunchy-onion,Epiculous,0.6717948717948717,0.4251139474056027,-0.24668092438926903,0.06705820649518196,0.21367521367521367,1170
Epiculous/Fett-uccine-7B,Epiculous,0.6316239316239316,0.38847928894266176,-0.24314464268126984,0.06949827209017136,0.25982905982905985,1170
Epiculous/Mika-7B,Epiculous,0.6341880341880342,0.37312854000399565,-0.2610594941840385,0.0746167827660935,0.2717948717948718,1170
Eric111/CatunaLaserPi,Eric111,0.7145299145299145,0.3792093125894185,-0.33532060194049607,0.12214951858118815,0.1829059829059829,1170
Eric111/CatunaLaserPi-DPO,Eric111,0.729059829059829,0.3990993438437207,-0.3299604852161083,0.11941655957984011,0.17777777777777778,1170
Eric111/CatunaMayo,Eric111,0.7170940170940171,0.37190457587333814,-0.34518944122067896,0.12851575346665145,0.19316239316239317,1170
Eric111/CatunaMayo-DPO,Eric111,0.7282051282051282,0.38170924366879455,-0.3464958845363336,0.13081088597974552,0.17777777777777778,1170
Eric111/MarcoHermes,Eric111,0.6623931623931624,0.3433895695374084,-0.31900359285575397,0.11024045649228732,0.23931623931623933,1170
Eric111/Mathral,Eric111,0.6623931623931624,0.36324976096643863,-0.29914340142672374,0.09983500770853823,0.22735042735042735,1170
Eric111/Mayo,Eric111,0.7008547008547008,0.35534944056775136,-0.34550526028694944,0.12899311058938245,0.19316239316239317,1170
Eric111/Mayoroya,Eric111,0.7102564102564103,0.37276272723514375,-0.33749368302126653,0.12212244936911108,0.19658119658119658,1170
Eric111/MistInst-v0.2_ochat-3.5-0106_dpo-binarized-NeuralTrix-7B,Eric111,0.6965811965811965,0.3743139859006383,-0.32226721068055825,0.11153146994169785,0.20683760683760682,1170
Eric111/Mistral-7B-Instruct-v0.2_openchat-3.5-0106,Eric111,0.6564102564102564,0.3540902658486986,-0.3023199905615578,0.09918017315615468,0.24444444444444444,1170
Eric111/Mistral-7B-Instruct_v0.2_UNA-TheBeagle-7b-v1,Eric111,0.6777777777777778,0.3773651074346654,-0.3004126703431124,0.10079086868680746,0.23076923076923078,1170
Eric111/NeuralBeagleOpenChat,Eric111,0.7025641025641025,0.3553346244418669,-0.3472294781222356,0.13104604082707305,0.19487179487179487,1170
Eric111/Snorkel-Mistral-PairRM-DPO-openchat-3.5-0106-laser,Eric111,0.6726495726495727,0.358636778026176,-0.3140127946233967,0.10614654569027539,0.22905982905982905,1170
Eric111/UltraCatunaMayo,Eric111,0.7256410256410256,0.38553168602689913,-0.3401093396141265,0.12810321059837054,0.17777777777777778,1170
Eric111/UltraCatunaMayo-DPO,Eric111,0.7282051282051282,0.4032171881870655,-0.3249879400180627,0.11732050361517461,0.17094017094017094,1170
Eric111/Yarn-Mistral-7b-128k-DPO,Eric111,0.6085470085470085,0.32088174143363957,-0.2876652671133689,0.08616126765346367,0.29572649572649573,1170
Eric111/caTUNABeagle,Eric111,0.7,0.3666664734911747,-0.33333352650882525,0.11996346551169475,0.20341880341880342,1170
Eric111/openchat-3.5-0106-128k-DPO,Eric111,0.6803418803418804,0.35485747194415207,-0.3254844083977283,0.111587380390605,0.21367521367521367,1170
Eric111/openchat-3.5-0106-128k-DPO_dpo-binarized-NeuralTrix-7B,Eric111,0.7094017094017094,0.3811489987866112,-0.32825271061509825,0.11476133580852801,0.19316239316239317,1170
Eurdem/Bombus_3x8B_v2,Eurdem,0.5991452991452991,0.35564459331789944,-0.2435007058273997,0.06395598965566848,0.28717948717948716,1170
Eurdem/Defne_llama3_2x8B,Eurdem,0.7017094017094017,0.39553901658957835,-0.3061703851198233,0.10197476873935608,0.18974358974358974,1170
Eurdem/Megatron-Mx,Eurdem,0.6683760683760683,0.3495840230366044,-0.3187920453394639,0.1083904028570309,0.22393162393162394,1170
Eurdem/Voltran-1.0-MoE-2x7B,Eurdem,0.6410256410256411,0.3426841851870732,-0.29834145583856786,0.09588415906530254,0.25982905982905985,1170
Eurdem/megatron_1.1_MoE_2x7B,Eurdem,0.6555555555555556,0.3408522059917745,-0.31470334956378104,0.10666835485318125,0.2358974358974359,1170
Eurdem/megatron_2.1_MoE_2x7B,Eurdem,0.729059829059829,0.42005550644720807,-0.30900432261262095,0.10662560822009663,0.1623931623931624,1170
Eurdem/megatron_v1,Eurdem,0.6598290598290598,0.3556085907851319,-0.3042204690439279,0.10083695415166898,0.24444444444444444,1170
Eurdem/megatron_v3_2x7B,Eurdem,0.6632478632478632,0.35277377899952017,-0.31047408424834305,0.10499830559048456,0.22735042735042735,1170
Eurdem/megatron_v4_4x7B,Eurdem,0.6555555555555556,0.358313240705285,-0.2972423148502706,0.09534316144288585,0.24786324786324787,1170
Evaloric/Evaloric-1.1B,Evaloric,0.3504273504273504,0.307937199261058,-0.0424901511662924,0.0073871501872593455,0.6273504273504273,1170
Evaloric/Evaloric-1.1B-V.0.1,Evaloric,0.3683760683760684,0.3204812486632449,-0.0478948197128235,0.008511913351286728,0.6153846153846154,1170
Evaloric/Evaloric-1.1B-test,Evaloric,0.3658119658119658,0.3251117156448261,-0.040700250167139684,0.006463568722062399,0.582905982905983,1170
Evillain/StarDust_20B_v0.2,Evillain,0.6094017094017095,0.3556642400198689,-0.25373746938184055,0.07221532441011645,0.26324786324786326,1170
Expert68/llama2_13b_instructed_version2,Expert68,0.6008547008547008,0.3394935029912521,-0.26136119786344875,0.07470946405067808,0.30427350427350425,1170
FINDA-FIT/llama-r,FINDA-FIT,0.21623931623931625,0.30715318938179376,0.09091387314247751,0.01316444035980546,0.7863247863247863,1170
FINGU-AI/FinguAI-Chat-v1,FINGU-AI,0.2923076923076923,0.3149297725040722,0.0226220801963799,0.006676672208116105,0.7042735042735043,1170
FINGU-AI/Qwen-Orpo-v1,FINGU-AI,0.31196581196581197,0.31035347737521946,-0.0016123345905925124,0.00407391481404697,0.67008547008547,1170
FPHam/Free_Sydney_13b_HF,FPHam,0.594017094017094,0.3210942502691932,-0.2729228437479008,0.07863996005643031,0.3145299145299145,1170
FPHam/Sydney_Overthinker_13b_HF,FPHam,0.5897435897435898,0.3505630801022608,-0.23918050964132898,0.06391836426801717,0.28034188034188035,1170
FPHam/Writing_Partner_Mistral_7B,FPHam,0.6452991452991453,0.3513667006256583,-0.29393244467348706,0.09291536279741175,0.252991452991453,1170
FairMind/Llama-3-8B-4bit-UltraChat-Ita,FairMind,0.5905982905982906,0.318735046111638,-0.2718632444866526,0.07971077073836726,0.3076923076923077,1170
FairMind/Phi-3-mini-4k-instruct-bnb-4bit-Ita,FairMind,0.6333333333333333,0.3328471433761272,-0.3004861899572061,0.09535353560357582,0.26324786324786326,1170
FallenMerick/Chunky-Lemon-Cookie-11B,FallenMerick,0.6957264957264957,0.3684630164536698,-0.3272634792728259,0.11226982095305259,0.21025641025641026,1170
FallenMerick/Smart-Lemon-Cookie-7B,FallenMerick,0.6623931623931624,0.3680301449234731,-0.2943630174696893,0.09464075072262391,0.2341880341880342,1170
Faradaylab/ARIA-70B-V2,Faradaylab,0.6213675213675214,0.3317583879079765,-0.28960913345954487,0.08907334425497523,0.26324786324786326,1170
Faradaylab/ARIA-70B-V3,Faradaylab,0.6384615384615384,0.3360296496236311,-0.30243188883790734,0.09521995284799402,0.26153846153846155,1170
Faradaylab/Aria-70B,Faradaylab,0.6452991452991453,0.34672282330829607,-0.29857632199084927,0.09411308167542536,0.24786324786324787,1170
FelixChao/Capricorn-7B,FelixChao,0.7239316239316239,0.383968169793554,-0.3399634541380699,0.1255687372252309,0.1794871794871795,1170
FelixChao/Capricorn-7B-DPO,FelixChao,0.7282051282051282,0.39517297832349124,-0.33303214988163693,0.12130657331662097,0.17606837606837608,1170
FelixChao/CodeLlama13B-Finetune-v1,FelixChao,0.4581196581196581,0.3145998947415355,-0.1435197633781226,0.023514711508993213,0.48717948717948717,1170
FelixChao/Cygnus-7B,FelixChao,0.7085470085470086,0.37741115015780957,-0.331135858389199,0.11820665225419136,0.20512820512820512,1170
FelixChao/ExtremeDolphin-MoE,FelixChao,0.6512820512820513,0.35085817569914285,-0.30042387558290845,0.0969387528817137,0.2376068376068376,1170
FelixChao/Faraday-7B,FelixChao,0.7222222222222222,0.4179875343971897,-0.3042346878250325,0.10160645758833421,0.17606837606837608,1170
FelixChao/Gemma-10.2B,FelixChao,0.5837606837606838,0.3168480942371685,-0.2669125895235153,0.07506957242192161,0.3094017094017094,1170
FelixChao/Gemma-10.2B-Coder,FelixChao,0.5871794871794872,0.32609561408706994,-0.26108387309241726,0.07393241439566947,0.29743589743589743,1170
FelixChao/Llama-3-Petro-Instruct-v1,FelixChao,0.5658119658119658,0.32900509402898076,-0.23680687178298504,0.061670090257257865,0.3282051282051282,1170
FelixChao/Magician-MoE-4x7B,FelixChao,0.2827586206896552,0.37906040505776384,0.09630178436810866,0.020178924890726837,0.7034482758620689,1160
FelixChao/MathDolphin-7B,FelixChao,0.658974358974359,0.34437094239584876,-0.3146034165785102,0.10429372823303831,0.24102564102564103,1170
FelixChao/NarutoDolphin-10B,FelixChao,0.6376068376068376,0.35681348987261563,-0.28079334773422193,0.08525632540214141,0.24615384615384617,1170
FelixChao/NarutoDolphin-7B,FelixChao,0.6376068376068376,0.35681348987261563,-0.28079334773422193,0.08525632540214141,0.24615384615384617,1170
FelixChao/NinjaDolphin-7B,FelixChao,0.6564102564102564,0.34656843619375904,-0.30984182021649737,0.10432433299195734,0.2358974358974359,1170
FelixChao/Patronum-7B,FelixChao,0.7162393162393162,0.4023466529578723,-0.31389266328144394,0.10762800316391095,0.19658119658119658,1170
FelixChao/Scorpio-7B,FelixChao,0.7128205128205128,0.3871426173861783,-0.32567789543433456,0.1152974593441398,0.1811965811965812,1170
FelixChao/Sectumsempra-7B-DPO,FelixChao,0.7145299145299145,0.38906771772775706,-0.3254621968021575,0.1143474821256089,0.18632478632478633,1170
FelixChao/Severus-7B,FelixChao,0.6846153846153846,0.36489551036110474,-0.3197198742542799,0.11013429617879525,0.20683760683760682,1170
FelixChao/ShadowNeural-7B-ORPO,FelixChao,0.6675213675213675,0.3467925412617368,-0.3207288262596307,0.10977486181566865,0.22735042735042735,1170
FelixChao/ShadowNeural-7B-v1,FelixChao,0.729059829059829,0.42876502523806037,-0.30029480382176865,0.10176044590440661,0.15213675213675212,1170
FelixChao/Sirius-10B,FelixChao,0.7188034188034188,0.38331205232469145,-0.33549136647872735,0.11951460766785453,0.1829059829059829,1170
FelixChao/Voldemort-10B,FelixChao,0.6435897435897436,0.3659609274059219,-0.27762881618382174,0.08587457631487175,0.24273504273504273,1170
FelixChao/WestSeverus-10.7B,FelixChao,0.7213675213675214,0.3875684496821283,-0.3337990716853931,0.11958049413839095,0.18461538461538463,1170
FelixChao/WestSeverus-7B,FelixChao,0.7025641025641025,0.3660587857359694,-0.3365053168281331,0.12176553473644902,0.19658119658119658,1170
FelixChao/WestSeverus-7B-DPO-v2,FelixChao,0.7136752136752137,0.3836648111969138,-0.3300104024782999,0.11780836521455319,0.18974358974358974,1170
FelixChao/WizardDolphin-7B,FelixChao,0.647008547008547,0.3554934113556449,-0.29151513565290216,0.09403819019556578,0.23931623931623933,1170
FelixChao/llama2-13b-math1.1,FelixChao,0.5683760683760684,0.32699792090017776,-0.2413781474758906,0.06223932493419681,0.3487179487179487,1170
FelixChao/llama2-13b-math1.2,FelixChao,0.5709401709401709,0.3270091048605644,-0.24393106607960652,0.06354498756851434,0.3401709401709402,1170
FelixChao/vicuna-33b-coder,FelixChao,0.6068376068376068,0.3339542711088412,-0.2728833357287656,0.08031717262459372,0.27008547008547007,1170
FelixChao/vicuna-7B-physics,FelixChao,0.4948717948717949,0.32451255146060215,-0.17035924341119274,0.03570259354184105,0.4444444444444444,1170
Felladrin/Llama-160M-Chat-v1,Felladrin,0.24786324786324787,0.30589275435974217,0.0580295064964943,0.012335254020887575,0.7760683760683761,1170
Felladrin/Llama-68M-Chat-v1,Felladrin,0.23333333333333334,0.31705101351672743,0.0837176801833941,0.017829577675651975,0.7965811965811965,1170
Felladrin/Minueza-32M-Base,Felladrin,0.21367521367521367,0.3165505316281304,0.10287531795291674,0.01927392415687006,0.8034188034188035,1170
Felladrin/Minueza-32M-Chat,Felladrin,0.20427350427350427,0.3162495825003996,0.11197607822689531,0.020139410177798082,0.8188034188034188,1170
Felladrin/Minueza-32M-Deita,Felladrin,0.2076923076923077,0.3189449513168134,0.11125264362450568,0.021442067569599207,0.8102564102564103,1170
Felladrin/Minueza-32M-UltraChat,Felladrin,0.2111111111111111,0.3134432648689195,0.10233215375780838,0.017312044873728873,0.8085470085470086,1170
Felladrin/Minueza-32Mx2-Chat,Felladrin,0.20170940170940171,0.31641973105916077,0.11471032934975905,0.022672064350146362,0.8256410256410256,1170
Felladrin/Pythia-31M-Chat-v1,Felladrin,0.2188034188034188,0.32157413638034515,0.10277071757692635,0.019342450034482095,0.8,1170
Felladrin/Smol-Llama-101M-Chat-v1,Felladrin,0.22905982905982905,0.3105841563833709,0.08152432732354184,0.014413126803331526,0.7982905982905983,1170
Felladrin/TinyMistral-248M-Chat-v1,Felladrin,0.21623931623931625,0.3163924202101016,0.10015310397078536,0.017374742589606754,0.7897435897435897,1170
Felladrin/TinyMistral-248M-Chat-v2,Felladrin,0.23247863247863249,0.3172813199512147,0.08480268747258224,0.018307158973884408,0.7897435897435897,1170
Felladrin/TinyMistral-248M-SFT-v3,Felladrin,0.25726495726495724,0.33113294498468904,0.0738679877197318,0.016094509927562343,0.7384615384615385,1170
Felladrin/TinyMistral-248M-SFT-v4,Felladrin,0.24957264957264957,0.31846393679052887,0.0688912872178793,0.014911028969722556,0.7777777777777778,1170
FinancialSupport/saiga-7b,FinancialSupport,0.6307692307692307,0.34455093005505466,-0.2862183007141761,0.08967345355594254,0.27350427350427353,1170
Fischerboot/mergekit-slerp-awrvish,Fischerboot,0.6888888888888889,0.3816165504008537,-0.3072723384880352,0.10109974493341696,0.20341880341880342,1170
Fizzarolli/sappha-2b-v3,Fizzarolli,0.46153846153846156,0.30673585792197655,-0.154802603616485,0.025771322934477214,0.4598290598290598,1170
FlagAlpha/Llama2-Chinese-13b-Chat,FlagAlpha,0.5598290598290598,0.322217865981055,-0.23761119384800483,0.06112995407113624,0.3401709401709402,1170
FlagAlpha/Llama2-Chinese-7b-Chat,FlagAlpha,0.523931623931624,0.3257811747544491,-0.19815044917717484,0.041259964236258,0.40683760683760684,1170
FlagAlpha/Llama3-Chinese-8B-Instruct,FlagAlpha,0.5897435897435898,0.32954837657312697,-0.2601952131704628,0.07102306911618553,0.31794871794871793,1170
FoxEngineAi/Mega-Destroyer-8x7B,FoxEngineAi,0.7170940170940171,0.37647048332239774,-0.34062353377161936,0.12516269014892292,0.17264957264957265,1170
Fredithefish/CrimsonPajama,Fredithefish,0.40187713310580203,0.31005256093297334,-0.09182457217282869,0.013179507845448822,0.5494880546075085,1172
Fredithefish/Guanaco-13B-Uncensored,Fredithefish,0.5957264957264957,0.3204396305051686,-0.2752868652213271,0.07885812743878899,0.31794871794871793,1170
Fredithefish/Guanaco-3B-Uncensored,Fredithefish,0.4247863247863248,0.31804913965684906,-0.10673718512947572,0.014838851383121967,0.5367521367521367,1170
Fredithefish/Guanaco-3B-Uncensored-v2,Fredithefish,0.42136752136752137,0.3162279445102544,-0.10513957685726699,0.014210729408953321,0.5299145299145299,1170
Fredithefish/Guanaco-7B-Uncensored,Fredithefish,0.5213675213675214,0.31755233594702253,-0.20381518542049887,0.04682221493830418,0.38290598290598293,1170
Fredithefish/MadMix-v0.1,Fredithefish,0.6487179487179487,0.3537123727755229,-0.2950055759424258,0.09425733436756635,0.24615384615384617,1170
Fredithefish/MadMix-v0.2,Fredithefish,0.6478632478632479,0.3673140994923655,-0.2805491483708824,0.08574081507744712,0.2512820512820513,1170
Fredithefish/OpenZephyrChat,Fredithefish,0.6487179487179487,0.3449195368613869,-0.30379841185656187,0.09793932893764463,0.24102564102564103,1170
Fredithefish/ReasonixPajama-3B-HF,Fredithefish,0.3923076923076923,0.30638505088947615,-0.08592264141821615,0.011155805992330318,0.5777777777777777,1170
Fredithefish/RedPajama-INCITE-Chat-3B-Instruction-Tuning-with-GPT-4,Fredithefish,0.41638225255972694,0.31113329071725354,-0.1052489618424734,0.014886690591041458,0.5273037542662116,1172
Fredithefish/RedPajama-INCITE-Chat-3B-ShareGPT-11K,Fredithefish,0.4061433447098976,0.3092544332227261,-0.09688891148717149,0.013026562171255645,0.5443686006825939,1172
Fredithefish/ScarletPajama-3B-HF,Fredithefish,0.39761092150170646,0.30737297922630286,-0.0902379422754036,0.011199866836805872,0.5665529010238908,1172
FredrikBL/NeuralPipe-7B-slerp,FredrikBL,0.6760683760683761,0.3545839335980192,-0.3214844424703569,0.11324629146659738,0.2153846153846154,1170
FredrikBL/SwedishBeagle-dare,FredrikBL,0.6572649572649573,0.34246199639063946,-0.3148029608743178,0.10636387047658812,0.23931623931623933,1170
FredrikBL/test-dare,FredrikBL,0.6452991452991453,0.3369961245761087,-0.3083030207230366,0.09950398630187345,0.25811965811965815,1170
FredrikBL/test-ties,FredrikBL,0.5854700854700855,0.32135597512716985,-0.26411411034291565,0.0730254380226402,0.3128205128205128,1170
FreedomIntelligence/AceGPT-7B,FreedomIntelligence,0.5358974358974359,0.3096356046212523,-0.2262618312761836,0.05429521145722689,0.40341880341880343,1170
FreedomIntelligence/phoenix-inst-chat-7b,FreedomIntelligence,0.44700854700854703,0.3274685670229814,-0.11953997998556565,0.017428533542789254,0.47692307692307695,1170
FuseAI/FuseChat-7B-Slerp,FuseAI,0.6256410256410256,0.34189268649014004,-0.2837483391508856,0.08441020676877309,0.27863247863247864,1170
FuseAI/FuseChat-7B-TA,FuseAI,0.6247863247863248,0.3419300456660038,-0.28285627912032096,0.08453981153411728,0.28205128205128205,1170
FuseAI/FuseChat-7B-VaRM,FuseAI,0.6282051282051282,0.34178049676260047,-0.2864246314425277,0.08586232766959649,0.28205128205128205,1170
FuseAI/OpenChat-3.5-7B-Mixtral,FuseAI,0.6273504273504273,0.3420195823162004,-0.28533084503422695,0.08530237259298443,0.28547008547008546,1170
FuseAI/OpenChat-3.5-7B-Solar,FuseAI,0.629059829059829,0.34169780138874595,-0.2873620276710831,0.0867687799426741,0.27692307692307694,1170
G-reen/EXPERIMENT-DPO-m7b2-1-merged,G-reen,0.5948717948717949,0.3155805621039297,-0.27929123276786516,0.0830998209903165,0.3111111111111111,1170
G-reen/EXPERIMENT-DPO-m7b2-2-merged,G-reen,0.5948717948717949,0.31569923220666335,-0.2791725626651315,0.08267522496294001,0.3111111111111111,1170
G-reen/EXPERIMENT-DPO-m7b2-3-merged,G-reen,0.2948717948717949,0.3394224124433623,0.04455061757156742,0.007941823838167106,0.6871794871794872,1170
G-reen/EXPERIMENT-ORPO-m7b2-1-merged,G-reen,0.594017094017094,0.31497200038119405,-0.27904509363589997,0.08267204888648565,0.3094017094017094,1170
G-reen/EXPERIMENT-ORPO-m7b2-2-merged,G-reen,0.5965811965811966,0.3155106450327131,-0.2810705515484835,0.08363516503316172,0.3094017094017094,1170
G-reen/EXPERIMENT-SFT-m7b2-1-merged,G-reen,0.5683760683760684,0.3233268555751839,-0.24504921280088443,0.06588499960690708,0.3213675213675214,1170
G-reen/EXPERIMENT-SFT-m7b2-2-merged,G-reen,0.5931623931623932,0.31563352371413617,-0.277528869448257,0.08191058347621667,0.305982905982906,1170
G-reen/EXPERIMENT-SFT-m7b2-3-merged,G-reen,0.5957264957264957,0.31556659275137505,-0.28015990297512067,0.08372799339452588,0.3094017094017094,1170
GOAT-AI/GOAT-70B-Storytelling,GOAT-AI,0.688034188034188,0.32760692541323416,-0.36042726262095387,0.13481110172902472,0.21025641025641026,1170
GOAT-AI/GOAT-7B-Community,GOAT-AI,0.488034188034188,0.32221236338347053,-0.1658218246507175,0.031440391469642746,0.4188034188034188,1170
GeneZC/MiniChat-2-3B,GeneZC,0.44871794871794873,0.327207282160557,-0.12151066655739173,0.019064552561777068,0.48205128205128206,1170
GeneZC/MiniChat-3B,GeneZC,0.44017094017094016,0.31890205510831904,-0.12126888506262112,0.019070941711898572,0.5042735042735043,1170
GeneZC/MiniMA-2-3B,GeneZC,0.44700854700854703,0.30515722107758686,-0.14185132593096017,0.02227288308973898,0.5282051282051282,1170
GeneZC/MiniMA-3B,GeneZC,0.4341880341880342,0.30665957708644664,-0.12752845710158756,0.01875614183677132,0.5299145299145299,1170
GeorgiaTech/0.0005_llama_nodpo_3iters_bs128_531lr_oldtrl_iter_2,GeorgiaTech,0.647008547008547,0.3801082365731776,-0.26690031043536944,0.07615815225261433,0.2376068376068376,1170
GeorgiaTech/0.0_llama_nodpo_3iters_bs128_531lr_iter_1,GeorgiaTech,0.6427350427350428,0.37092220951336374,-0.27181283322167904,0.0781014628157062,0.24444444444444444,1170
GeorgiaTech/0.0_llama_nodpo_3iters_bs128_531lr_iter_2,GeorgiaTech,0.6435897435897436,0.37917519024920615,-0.2644145533405375,0.07548586717652463,0.24273504273504273,1170
GeorgiaTech/0.0_llama_nodpo_3iters_bs128_531lr_iter_3,GeorgiaTech,0.647008547008547,0.3823298490506868,-0.26467869795786025,0.07497303694692349,0.24102564102564103,1170
GeorgiaTechResearchInstitute/galpaca-30b,GeorgiaTechResearchInstitute,0.4931623931623932,0.32080535051237213,-0.17235704265002105,0.031898004433581435,0.4478632478632479,1170
GeorgiaTechResearchInstitute/starcoder-gpteacher-code-instruct,GeorgiaTechResearchInstitute,0.3267918088737201,0.3292335437688859,0.0024417348951658036,0.006426467744670062,0.6689419795221843,1172
Gille/MoE-StrangeMerges-2x7B,Gille,0.7076923076923077,0.3815915387201748,-0.3261007689721329,0.11686547214453961,0.19145299145299147,1170
Gille/StrangeMerges_10-7B-slerp,Gille,0.7230769230769231,0.3852268013098985,-0.33785012176702456,0.124090597240029,0.18803418803418803,1170
Gille/StrangeMerges_11-7B-slerp,Gille,0.7247863247863248,0.38925479398180934,-0.3355315308045154,0.12233051486807521,0.18461538461538463,1170
Gille/StrangeMerges_12-7B-slerp,Gille,0.6658119658119658,0.3412059568658186,-0.32460600894614716,0.11235556358938237,0.22564102564102564,1170
Gille/StrangeMerges_13-7B-slerp,Gille,0.6384615384615384,0.3311872080971539,-0.3072743303643845,0.1003213855836554,0.24957264957264957,1170
Gille/StrangeMerges_15-7B-slerp,Gille,0.6803418803418804,0.35041997531294233,-0.32992190502893803,0.11656530207423131,0.20683760683760682,1170
Gille/StrangeMerges_16-7B-slerp,Gille,0.6897435897435897,0.364597587092929,-0.32514600265066074,0.11210776562754257,0.21196581196581196,1170
Gille/StrangeMerges_17-7B-dare_ties,Gille,0.6658119658119658,0.3407797689090635,-0.3250321969029023,0.11307567390614583,0.22905982905982905,1170
Gille/StrangeMerges_18-7B-dare_ties,Gille,0.6401709401709401,0.34865433520316425,-0.29151660496777587,0.09288377971438609,0.2547008547008547,1170
Gille/StrangeMerges_2-7B-slerp,Gille,0.6692307692307692,0.34137538440746995,-0.32785538482329923,0.11399741425494453,0.23247863247863249,1170
Gille/StrangeMerges_20-7B-slerp,Gille,0.7307692307692307,0.39707729639874717,-0.33369193437048356,0.12251982888400863,0.17094017094017094,1170
Gille/StrangeMerges_21-7B-slerp,Gille,0.7418803418803419,0.4075172786443212,-0.3343630632360207,0.122383104905939,0.15726495726495726,1170
Gille/StrangeMerges_22-7B-slerp,Gille,0.7367521367521368,0.41303039045866685,-0.32372174629346995,0.11607296775355179,0.15726495726495726,1170
Gille/StrangeMerges_23-7B-slerp,Gille,0.7350427350427351,0.4145303197313864,-0.3205124153113487,0.11395965760932689,0.15897435897435896,1170
Gille/StrangeMerges_24-7B-slerp,Gille,0.7393162393162394,0.4131548097660345,-0.32616142955020483,0.11732335080338217,0.15555555555555556,1170
Gille/StrangeMerges_25-7B-dare_ties,Gille,0.7341880341880341,0.41717395135808,-0.31701408282995414,0.11099196564549484,0.1606837606837607,1170
Gille/StrangeMerges_26-7B-dare_ties,Gille,0.729059829059829,0.41843528521517365,-0.3106245438446554,0.10801096821076149,0.15555555555555556,1170
Gille/StrangeMerges_27-7B-dare_ties,Gille,0.7367521367521368,0.4089708793629475,-0.3277812573891893,0.11758687791372145,0.1641025641025641,1170
Gille/StrangeMerges_28-7B-dare_ties,Gille,0.7213675213675214,0.41122805922292893,-0.3101394621445924,0.10994748579286301,0.1658119658119658,1170
Gille/StrangeMerges_29-7B-dare_ties,Gille,0.7299145299145299,0.4141319532130802,-0.31578257670144966,0.11047381657091718,0.1675213675213675,1170
